id,name,type,synonyms
HP:0011454,Abnormal malleus morphology,Phenotype,Abnormality of the malleus
HP:0011455,Absent malleus,Phenotype,
HP:0011456,Absent stapes,Phenotype,
HP:0011457,Loss of eyelashes,Phenotype,Ciliary Madarosis | Eyelashes fell out | Milphosis | Missing eyelashes
HP:0011458,Abdominal symptom,Phenotype,
HP:0011459,Esophageal carcinoma,Phenotype,
HP:0011460,Embryonal onset,Phenotype,
HP:0011461,Fetal onset,Phenotype,Foetal onset
HP:0011462,Young adult onset,Phenotype,
HP:0011463,Childhood onset,Phenotype,Symptoms begin in childhood
HP:0011464,Aganglionosis of the small intestine,Phenotype,
HP:0011465,Duodenal aganglionosis,Phenotype,
HP:0011466,Aplasia/Hypoplasia of the gallbladder,Phenotype,Absent/small gallbladder | Absent/underdeveloped gallbladder
HP:0011467,Absent gallbladder,Phenotype,Agenesis of the gallbladder | Aplasia of the gallbladder
HP:0011468,Facial tics,Phenotype,Myoclonus of facial muscles | Cramping of facial muscles | Facial spasms | Jerking of facial muscles | Mimic spasms | Spasms of facial muscles | Twitching of facial muscles | Involuntary facial muscle spasms | Muscle spasm of face
HP:0011469,Nasal regurgitation,Phenotype,
HP:0011470,Nasogastric tube feeding in infancy,Phenotype,
HP:0011471,Gastrostomy tube feeding in infancy,Phenotype,PEG-fed in infancy
HP:0011472,Abnormal small intestinal villus morphology,Phenotype,Abnormal shape of small intestinal villus | Abnormality of small intestinal villus morphology
HP:0011473,Villous atrophy,Phenotype,Atrophy of small intestinal villi | Villous degeneration | Biopsy shows villous atrophy | Duodenal villous atrophy | Small intestine biopsy shows villous atrophy | Variable degree of villous atrophy
HP:0011474,Childhood onset sensorineural hearing impairment,Phenotype,
HP:0011475,Persistent stapedial artery,Phenotype,
HP:0011476,Profound sensorineural hearing impairment,Phenotype,
HP:0011477,Upbeat nystagmus,Phenotype,
HP:0011478,True anophthalmia,Phenotype,Complete anophthalmia | Complete anophthalmos | Completely missing eyeball | Total anophthalmia | Total anophthalmos
HP:0011479,Abnormal lacrimal punctum morphology,Phenotype,Abnormality of the lacrimal punctum
HP:0011480,Unilateral microphthalmos,Phenotype,Abnormally small eyeball on one side | Unilateral nanophthalmos
HP:0011481,Abnormal lacrimal duct morphology,Phenotype,Abnormality of the lacrimal canaliculus | Abnormality of the lacrimal duct
HP:0011482,Abnormal lacrimal gland morphology,Phenotype,Abnormality of the lacrimal gland
HP:0011483,Anterior synechiae of the anterior chamber,Phenotype,Anterior synechiae | Cornea-iris adhesion | Iridocorneal adhesions | Iridocorneal synechia
HP:0011484,Posterior synechiae of the anterior chamber,Phenotype,Iridolenticular adhesions | Posterior synechiae
HP:0011485,Corneolenticular adhesion,Phenotype,
HP:0011486,Abnormal corneal thickness,Phenotype,Abnormality of corneal thickness
HP:0011487,Increased corneal thickness,Phenotype,
HP:0011488,Abnormal corneal endothelium morphology,Phenotype,Abnormality of corneal endothelium
HP:0011489,Abnormal migration of corneal endothelium,Phenotype,
HP:0011490,Abnormal Descemet membrane morphology,Phenotype,Abnormality of Descemet's membrane
HP:0011491,Reduced number of corneal endothelial cells,Phenotype,
HP:0011492,Abnormal corneal stroma morphology,Phenotype,Abnormality of corneal stroma
HP:0011493,Central opacification of the cornea,Phenotype,
HP:0011494,Generalized opacification of the cornea,Phenotype,Generalised opacification of the cornea
HP:0011495,Abnormal corneal epithelium morphology,Phenotype,Abnormality of corneal epithelium
HP:0011496,Corneal neovascularization,Phenotype,Corneal neovascularisation | Corneal vascularization | Limbal neovascularization | New blood vessel formation in cornea | Corneal pannus
HP:0011497,Rubeosis iridis,Phenotype,Iris neovascularization | Neovascularization of the iris | New blood vessel formation in iris
HP:0011498,obsolete Partial aniridia,Phenotype,
HP:0011499,Mydriasis,Phenotype,Dilated pupil
HP:0011500,Polycoria,Phenotype,Multiple pupils
HP:0011501,Anterior lenticonus,Phenotype,
HP:0011502,Posterior lenticonus,Phenotype,
HP:0011503,Aplasia of the fovea,Phenotype,Absent fovea
HP:0011504,Bull's eye maculopathy,Phenotype,
HP:0011505,Cystoid macular edema,Phenotype,
HP:0011506,Choroidal neovascularization,Phenotype,Choroidal neovascular membrane
HP:0011507,Macular flecks,Phenotype,
HP:0011508,Macular hole,Phenotype,
HP:0011509,Macular hyperpigmentation,Phenotype,
HP:0011510,Drusen,Phenotype,
HP:0011511,Macular schisis,Phenotype,
HP:0011512,Fundus hyperpigmentation,Phenotype,Hyperpigmentation of the fundus | Hyperpigmented fundi | Hyperpigmented fundus
HP:0011513,Retinal cavernous hemangioma,Phenotype,Retinal cavernous angioma | Retinal cavernous haemangioma
HP:0011514,Abnormality of binocular vision,Phenotype,
HP:0011515,Abnormal stereopsis,Phenotype,
HP:0011516,Achromatopsia,Phenotype,Rod monochromacy | Rod monochromatism
HP:0011517,Cone monochromacy,Phenotype,
HP:0011518,Dichromacy,Phenotype,
HP:0011519,Anomalous trichromacy,Phenotype,
HP:0011520,Deuteranomaly,Phenotype,Deuteranomoly | Green-weak
HP:0011521,Deuteranopia,Phenotype,Green-blind
HP:0011522,Protanopia,Phenotype,Red-blind
HP:0011523,Iris cyst,Phenotype,
HP:0011524,Iris melanoma,Phenotype,
HP:0011525,Iris nevus,Phenotype,Eye freckle
HP:0011526,Abnormality of lens shape,Phenotype,
HP:0011527,Lentiglobus,Phenotype,Bulging of eye lens
HP:0011528,Solitary congenital hypertrophy of retinal pigment epithelium,Phenotype,Single isolated CHRPE | Single isolated congenital hypertrophy of retinal pigment epithelium
HP:0011529,Multiple congenital hypertrophy of retinal pigment epithelium,Phenotype,Multiple bilateral CHRPE | Multiple bilateral congenital hypertrophy of retinal pigment epithelium
HP:0011530,Retinal hole,Phenotype,Retinal holes
HP:0011531,Vitritis,Phenotype,Hyalitis | Vitreitis
HP:0011532,Subretinal exudate,Phenotype,
HP:0011533,Snowflake vitreoretinal degeneration,Phenotype,Snowflake retinal degeneration
HP:0011534,Abnormal spatial orientation of the cardiac segments,Phenotype,
HP:0011535,Abnormal atrial arrangement,Phenotype,Abnormal location of heart atrium
HP:0011536,Right atrial isomerism,Phenotype,
HP:0011537,Left atrial isomerism,Phenotype,
HP:0011538,Atrial situs inversus,Phenotype,
HP:0011539,Atrial situs ambiguous,Phenotype,Atrial heterotaxy | Atrial situs ambiguus
HP:0011540,Levotransposition of the great arteries,Phenotype,Atrioventricular and ventriculo-arterial discordance | Congenitally corrected TGA | Congenitally corrected transposition of the great arteries | Discordant atrioventricular a ventriculo-arterial connections | L-TGA | L-transposition of the great arteries | Physiologically corrected transposition of the great vessels | cTGA | cTGV | ccTGA | ccTGV | L-transposition | Ventricular inversion
HP:0011541,Criss-cross atrioventricular valves,Phenotype,
HP:0011542,Criss-cross atrioventricular valves with superior-inferior ventricles,Phenotype,
HP:0011543,Superior-inferior ventricles without criss-cross atrioventricular valves,Phenotype,
HP:0011544,L-looping of the right ventricle,Phenotype,
HP:0011545,Abnormal connection of the cardiac segments,Phenotype,Abnormal connexion of the cardiac segments | Discordant connection of the cardiac segments
HP:0011546,Abnormal atrioventricular connection,Phenotype,Abnormal atrioventricular connexion
HP:0011547,Absent left sided atrioventricular connection,Phenotype,Absent left sided atrioventricular connexion
HP:0011548,Absent right sided atrioventricular connection,Phenotype,Absent right sided atrioventricular connexion
HP:0011549,Univentricular heart with absent left sided atrioventricular connection,Phenotype,Univentricular heart with absent left sided atrioventricular connexion
HP:0011550,Biventricular heart with straddling right sided atrioventricular valve and absent left sided atrioventricular connection,Phenotype,
HP:0011551,Right sided atrium to left ventricle and absent left sided atrioventricular connection,Phenotype,Right sided atrium to left ventricle and absent left sided atrioventricular connexion
HP:0011552,Ambiguous atrioventricular connection,Phenotype,Ambiguous atrioventricular connexion
HP:0011553,Discordant atrioventricular connection,Phenotype,Discordant atrioventricular connexion
HP:0011554,Double inlet atrioventricular connection,Phenotype,Double inlet atrioventricular connexion
HP:0011555,Double inlet left ventricle,Phenotype,
HP:0011556,Double inlet right ventricle,Phenotype,
HP:0011557,Double inlet to single ventricle of indeterminate morphology,Phenotype,
HP:0011558,Double inlet to single ventricle with common atrioventricular orifice,Phenotype,
HP:0011559,Double inlet to single ventricle with two atrioventricular valves,Phenotype,
HP:0011560,Mitral atresia,Phenotype,Mitral valve atresia
HP:0011561,Overriding atrioventricular valve,Phenotype,
HP:0011562,Straddling atrioventricular valve,Phenotype,
HP:0011563,Abnormal ventriculoarterial connection,Phenotype,Abnormal ventriculo-arterial connection | Abnormal ventriculoarterial connexion
HP:0011564,Mitral valve arcade,Phenotype,Hammock mitral valve
HP:0011565,Common atrium,Phenotype,Single atrium
HP:0011566,Cor triatriatum dexter,Phenotype,Cor triatriatum dextrum
HP:0011567,Sinus venosus atrial septal defect,Phenotype,
HP:0011568,Double orifice mitral valve,Phenotype,
HP:0011569,Cleft anterior mitral valve leaflet,Phenotype,
HP:0011570,Congenital mitral stenosis,Phenotype,
HP:0011571,Parachute mitral valve,Phenotype,
HP:0011572,Supramitral ring,Phenotype,Membranous supravalvular mitral stenosis | Supravalvular mitral ring
HP:0011573,Hypoplastic tricuspid valve,Phenotype,Tricuspid valve hypoplasia | Underdeveloped tricuspid valve
HP:0011574,Imperforate atrioventricular valve,Phenotype,Unopened atrioventricular valve
HP:0011575,Imperforate tricuspid valve,Phenotype,Unopened tricuspid valve
HP:0011576,Intermediate atrioventricular canal defect,Phenotype,Intermediate atrioventricular septal defect
HP:0011577,Partial atrioventricular canal defect,Phenotype,Incomplete AVSD | Incomplete atrioventricular septal defect | PAVSD | Partial AVC defect | Partial AVSD | Partial atrioventricular septal defect
HP:0011578,Transitional atrioventricular canal defect,Phenotype,
HP:0011579,Unbalanced atrioventricular canal defect,Phenotype,AVC defect unbalanced | AVC unbalanced | Unbalanced AVC | Unbalanced AVC defect | Unbalanced AVSD | Unbalanced atrioventricular septal defect
HP:0011580,Short chordae tendineae of the mitral valve,Phenotype,
HP:0011581,Double outlet left ventricle,Phenotype,
HP:0011582,Abdominal ectopia cordis,Phenotype,
HP:0011583,Cervical ectopia cordis,Phenotype,
HP:0011584,Thoracocervical ectopia cordis,Phenotype,
HP:0011585,Thoracic ectopia cordis,Phenotype,
HP:0011586,Thoracoabdominal ectopia cordis,Phenotype,
HP:0011587,Abnormal branching pattern of the aortic arch,Phenotype,
HP:0011588,Cervical aortic arch,Phenotype,
HP:0011589,Common origin of the right brachiocephalic artery and left common carotid artery,Phenotype,Common brachiocephalic trunk | Bovine arch | Ovine arch
HP:0011590,Double aortic arch,Phenotype,
HP:0011591,Left aortic arch with cervical origin of the right subclavian artery,Phenotype,
HP:0011592,Left aortic arch with isolated subclavian artery,Phenotype,
HP:0011593,Left aortic arch with retroesophageal diverticulum of Kommerell,Phenotype,Kommerell diverticulum
HP:0011594,Right aortic arch with retroesophageal diverticulum of Kommerell,Phenotype,
HP:0011595,Left aortic arch with retroesophageal right subclavian artery,Phenotype,
HP:0011596,Left aortic arch with right descending aorta and right ductus arteriosus,Phenotype,
HP:0011597,Right aortic arch with left descending aorta and left ductus arteriosus,Phenotype,
HP:0011598,Right aortic arch with retroesophageal left subclavian artery,Phenotype,Right aortic arch with aberrant left subclavian artery | Right aortic arch with anomalous left subclavian artery
HP:0011599,Mesocardia,Phenotype,
HP:0011600,Abnormal direction of ventricular apex,Phenotype,
HP:0011601,Rightward direction of ventricular apex,Phenotype,
HP:0011602,Midline direction of ventricular apex,Phenotype,
HP:0011603,Congenital malformation of the great arteries,Phenotype,
HP:0011604,Aortopulmonary window,Phenotype,
HP:0011605,obsolete Congenitally corrected transposition of the great arteries with ventricular septal defect,Phenotype,
HP:0011606,obsolete Transposition of the great arteries with intact ventricular septum,Phenotype,
HP:0011607,obsolete Transposition of the great arteries with ventricular septal defect,Phenotype,
HP:0011608,Type II truncus arteriosus,Phenotype,Persistent truncus arteriosus type II | Type 2 truncus arteriosus
HP:0011609,Type III truncus arteriosus,Phenotype,Persistent truncus arteriosus type III | Type 3 truncus arteriosus
HP:0011610,Type IV truncus arteriosus,Phenotype,Persistent truncus arteriosus type IV | Type 4 truncus arteriosus
HP:0011611,Interrupted aortic arch,Phenotype,Atretic transverse aortic arch | Aortic arch obstruction
HP:0011612,Interrupted aortic arch type A,Phenotype,
HP:0011613,Interrupted aortic arch type B,Phenotype,"Interrupted aortic arch, type b"
HP:0011614,Interrupted aortic arch type C,Phenotype,
HP:0011615,Abnormal pulmonary situs morphology,Phenotype,Abnormality of pulmonary situs
HP:0011616,Pulmonary situs inversus,Phenotype,
HP:0011617,Pulmonary situs ambiguus,Phenotype,
HP:0011618,Pulmonary situs ambiguus with bilateral morphologic right lungs,Phenotype,
HP:0011619,Pulmonary situs ambiguus with bilateral morphologic left lungs,Phenotype,
HP:0011620,Abnormality of abdominal situs,Phenotype,
HP:0011621,Gerbode ventricular septal defect,Phenotype,Left ventricular - right atrial communication
HP:0011622,Inlet ventricular septal defect,Phenotype,Atrioventricular canal type ventricular septal defect | Type 3 ventricular septal defect
HP:0011623,Muscular ventricular septal defect,Phenotype,"Type 4 ventricular septal defect | Ventricular septal defect, muscular"
HP:0011624,Apical muscular ventricular septal defect,Phenotype,
HP:0011625,Multiple muscular ventricular septal defects,Phenotype,Swiss cheese ventricular septal defect
HP:0011626,Scimitar anomaly,Phenotype,Pulmonary venolobar syndrome | Scimitar syndrome
HP:0011627,Aorto-ventricular tunnel,Phenotype,
